airport_ident,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
SBMT,Y,1,1,NDB Family,LO,MEDIUM
SBMY,Y,1,1,NDB Family,BOTH,MEDIUM
SBNF,Y,1,1,NDB Family,LO,MEDIUM
SBNM,Y,1,1,NDB Family,BOTH,MEDIUM
SBNT,Y,2,2-3,Mixed,BOTH,HIGH
SBOI,Y,1,1,NDB Family,BOTH,MEDIUM
SBPA,Y,5,4+,Mixed,LO,HIGH
SBPB,Y,1,1,NDB Family,BOTH,MEDIUM
SBPC,Y,1,1,NDB Family,BOTH,MEDIUM
SBPF,Y,2,2-3,Mixed,BOTH,HIGH
SBPJ,Y,1,1,Radio Nav,BOTH,HIGH
SBPK,Y,2,2-3,Mixed,BOTH,HIGH
SBPL,Y,2,2-3,Mixed,BOTH,HIGH
SBPN,Y,2,2-3,Mixed,BOTH,HIGH
SBPP,Y,1,1,NDB Family,BOTH,MEDIUM
SBPS,Y,1,1,NDB Family,BOTH,MEDIUM
SBPV,Y,2,2-3,Mixed,BOTH,HIGH
SBRB,Y,2,2-3,Mixed,BOTH,HIGH
SBRF,Y,1,1,Radio Nav,BOTH,HIGH
SBRJ,Y,1,1,NDB Family,LO,LOW
SBRP,Y,1,1,NDB Family,BOTH,MEDIUM
SBSC,Y,3,2-3,Mixed,BOTH,HIGH
SBSJ,Y,1,1,Radio Nav,BOTH,HIGH
SBSL,Y,2,2-3,Mixed,BOTH,HIGH
SBSM,Y,3,2-3,Mixed,BOTH,HIGH
SBSN,Y,2,2-3,Mixed,BOTH,MEDIUM
SBSP,Y,5,4+,Mixed,LO,HIGH
SBSR,Y,1,1,NDB Family,BOTH,MEDIUM
SBST,Y,2,2-3,NDB Family,LO,MEDIUM
SBSV,Y,5,4+,Mixed,TERMINAL,HIGH
SBTA,Y,1,1,NDB Family,LO,MEDIUM
SBTB,Y,1,1,NDB Family,LO,MEDIUM
SBTC,Y,1,1,NDB Family,LO,MEDIUM
SBTD,Y,1,1,NDB Family,BOTH,MEDIUM
SBTF,Y,2,2-3,Mixed,BOTH,HIGH
SBTL,Y,1,1,NDB Family,BOTH,MEDIUM
SBTS,Y,1,1,NDB Family,BOTH,MEDIUM
SBTT,Y,1,1,NDB Family,LO,MEDIUM
SBTU,Y,2,2-3,Mixed,BOTH,HIGH
SBUA,Y,2,2-3,Mixed,BOTH,HIGH
SBUF,Y,2,2-3,Mixed,BOTH,HIGH
SBUG,Y,1,1,NDB Family,LO,MEDIUM
SBUL,Y,2,2-3,Mixed,LO,HIGH
SBUR,Y,1,1,NDB Family,LO,MEDIUM
SBUY,Y,1,1,NDB Family,BOTH,LOW
SBVG,Y,1,1,NDB Family,LO,MEDIUM
SBVH,Y,2,2-3,Mixed,BOTH,HIGH
SBVT,Y,2,2-3,Mixed,BOTH,HIGH
SBYA,Y,1,1,NDB Family,BOTH,MEDIUM
SBYS,Y,2,2-3,Mixed,BOTH,HIGH
SCAR,Y,2,2-3,Mixed,BOTH,HIGH
SCAT,Y,1,1,Radio Nav,BOTH,HIGH
SCBA,Y,2,2-3,Mixed,BOTH,HIGH
SCBE,Y,1,1,Radio Nav,BOTH,HIGH
SCCF,Y,2,2-3,Mixed,BOTH,HIGH
SCCH,Y,2,2-3,Mixed,BOTH,HIGH
SCCI,Y,3,2-3,Mixed,BOTH,HIGH
SCCL,Y,1,1,NDB Family,BOTH,MEDIUM
SCDA,Y,3,2-3,Mixed,BOTH,HIGH
SCEL,Y,3,2-3,Mixed,TERMINAL,HIGH
SCER,Y,2,2-3,Mixed,LO,HIGH
SCFA,Y,2,2-3,Mixed,BOTH,HIGH
SCFM,Y,1,1,NDB Family,LO,MEDIUM
SCGE,Y,1,1,Radio Nav,BOTH,HIGH
SCGZ,Y,1,1,Radio Nav,BOTH,HIGH
SCIC,Y,2,2-3,Mixed,BOTH,HIGH
SCIE,Y,2,2-3,Mixed,BOTH,HIGH
SCIP,Y,2,2-3,Mixed,TERMINAL,HIGH
SCIR,Y,1,1,NDB Family,BOTH,MEDIUM
SCJO,Y,2,2-3,Mixed,LO,MEDIUM
SCKP,Y,2,2-3,NDB Family,LO,LOW
SCNT,Y,1,1,Radio Nav,RNAV,HIGH
SCRM,Y,2,2-3,Mixed,BOTH,HIGH
SCSB,Y,1,1,NDB Family,LO,MEDIUM
SCSE,Y,2,2-3,Mixed,BOTH,HIGH
SCSN,Y,2,2-3,Mixed,BOTH,HIGH
SCTC,Y,2,2-3,Mixed,BOTH,HIGH
SCTE,Y,4,4+,Mixed,TERMINAL,HIGH
SCVD,Y,2,2-3,Mixed,BOTH,HIGH
SCVM,Y,1,1,NDB Family,LO,MEDIUM
SDBP,Y,2,2-3,Mixed,BOTH,HIGH
SDCO,Y,2,2-3,Mixed,BOTH,HIGH
SDMC,Y,1,1,Radio Nav,BOTH,HIGH
SDOU,Y,1,1,NDB Family,LO,MEDIUM
SDRK,Y,1,1,NDB Family,BOTH,MEDIUM
SDTP,Y,1,1,NDB Family,LO,MEDIUM
SDUB,Y,1,1,NDB Family,LO,MEDIUM
SEAM,Y,2,2-3,Mixed,BOTH,HIGH
SECO,Y,1,1,NDB Family,LO,MEDIUM
SECU,Y,2,2-3,Mixed,LO,HIGH
SEGS,Y,2,2-3,Mixed,BOTH,HIGH
SEGU,Y,4,4+,Mixed,LO,HIGH
SEGZ,Y,1,1,NDB Family,LO,MEDIUM
SELT,Y,1,1,Radio Nav,LO,HIGH
SEMA,Y,1,1,NDB Family,BOTH,MEDIUM
SEMC,Y,2,2-3,Mixed,LO,HIGH
SEMO,Y,1,1,NDB Family,LO,MEDIUM
SEMT,Y,1,1,Radio Nav,BOTH,HIGH
SENL,Y,3,2-3,Mixed,LO,HIGH
SEPV,Y,1,1,NDB Family,LO,MEDIUM
SERB,Y,1,1,NDB Family,LO,MEDIUM
SESA,Y,2,2-3,Mixed,BOTH,HIGH
SESM,Y,2,2-3,Mixed,BOTH,HIGH
SEST,Y,2,2-3,Mixed,LO,HIGH
SESV,Y,1,1,NDB Family,LO,MEDIUM
SETE,Y,1,1,NDB Family,LO,HIGH
SETM,Y,1,1,NDB Family,BOTH,MEDIUM
SETN,Y,2,2-3,Mixed,BOTH,HIGH
SETR,Y,1,1,NDB Family,LO,MEDIUM
SETU,Y,1,1,NDB Family,BOTH,MEDIUM
SFAL,Y,1,1,NDB Family,BOTH,MEDIUM
SGAS,Y,5,4+,Mixed,TERMINAL,HIGH
SGCO,Y,1,1,NDB Family,LO,MEDIUM
SGES,Y,3,2-3,Mixed,LO,HIGH
SGIB,Y,1,1,NDB Family,TERMINAL,MEDIUM
SGME,Y,1,1,NDB Family,BOTH,MEDIUM
SGPJ,Y,1,1,NDB Family,TERMINAL,LOW
SJRG,Y,2,2-3,NDB Family,LO,MEDIUM
SKAC,Y,1,1,NDB Family,LO,HIGH
SKAP,Y,4,4+,Mixed,TERMINAL,HIGH
SKAR,Y,1,1,NDB Family,LO,MEDIUM
SKAS,Y,1,1,NDB Family,LO,MEDIUM
SKBC,Y,1,1,Radio Nav,BOTH,HIGH
SKBG,Y,2,2-3,Mixed,BOTH,HIGH
SKBO,Y,6,4+,Mixed,BOTH,HIGH
SKBQ,Y,2,2-3,Mixed,TERMINAL,HIGH
SKBS,Y,1,1,NDB Family,LO,MEDIUM
SKBU,Y,1,1,Radio Nav,BOTH,HIGH
SKCC,Y,2,2-3,Mixed,BOTH,HIGH
SKCD,Y,1,1,NDB Family,LO,MEDIUM
SKCG,Y,2,2-3,Mixed,LO,HIGH
SKCL,Y,3,2-3,Mixed,BOTH,HIGH
SKCO,Y,2,2-3,Mixed,BOTH,HIGH
SKEJ,Y,1,1,Radio Nav,BOTH,HIGH
SKFL,Y,1,1,Radio Nav,BOTH,HIGH
SKGI,Y,1,1,Radio Nav,BOTH,HIGH
SKGP,Y,2,2-3,NDB Family,LO,MEDIUM
SKIB,Y,2,2-3,Mixed,LO,HIGH
SKIP,Y,2,2-3,Mixed,BOTH,HIGH
SKLC,Y,1,1,Radio Nav,BOTH,HIGH
SKLG,Y,1,1,Radio Nav,BOTH,HIGH
SKLM,Y,2,2-3,Mixed,BOTH,HIGH
SKLP,Y,1,1,NDB Family,LO,MEDIUM
SKLT,Y,2,2-3,Mixed,BOTH,HIGH
SKMG,Y,1,1,Radio Nav,BOTH,HIGH
SKML,Y,1,1,NDB Family,LO,MEDIUM
SKMR,Y,1,1,Radio Nav,BOTH,HIGH
SKMU,Y,2,2-3,Mixed,BOTH,HIGH
SKMZ,Y,1,1,NDB Family,LO,MEDIUM
SKNQ,Y,1,1,NDB Family,LO,MEDIUM
SKNV,Y,1,1,Radio Nav,BOTH,HIGH
SKOR,Y,1,1,NDB Family,LO,MEDIUM
SKOT,Y,1,1,Radio Nav,BOTH,HIGH
SKPB,Y,3,2-3,NDB Family,LO,MEDIUM
SKPC,Y,2,2-3,Mixed,LO,HIGH
SKPD,Y,1,1,Radio Nav,BOTH,HIGH
SKPE,Y,3,2-3,Mixed,LO,HIGH
SKPS,Y,2,2-3,Mixed,LO,HIGH
SKQU,Y,1,1,Radio Nav,BOTH,HIGH
SKRG,Y,3,2-3,Mixed,BOTH,HIGH
SKRH,Y,1,1,Radio Nav,BOTH,HIGH
SKSA,Y,1,1,NDB Family,LO,MEDIUM
SKSJ,Y,1,1,Radio Nav,BOTH,HIGH
SKSM,Y,2,2-3,Mixed,BOTH,HIGH
SKSO,Y,1,1,NDB Family,BOTH,MEDIUM
SKSP,Y,2,2-3,Mixed,BOTH,HIGH
SKSV,Y,1,1,Radio Nav,LO,HIGH
SKTM,Y,1,1,NDB Family,BOTH,MEDIUM
SKTQ,Y,1,1,Radio Nav,LO,HIGH
SKTU,Y,1,1,NDB Family,LO,MEDIUM
SKUC,Y,1,1,Radio Nav,BOTH,HIGH
SKUI,Y,1,1,Radio Nav,LO,HIGH
SKUL,Y,1,1,Radio Nav,BOTH,HIGH
SKVP,Y,2,2-3,Mixed,LO,HIGH
SKYP,Y,1,1,Radio Nav,LO,HIGH
SLAG,Y,1,1,NDB Family,LO,MEDIUM
SLAP,Y,1,1,NDB Family,LO,MEDIUM
SLAS,Y,1,1,NDB Family,LO,MEDIUM
SLBJ,Y,1,1,NDB Family,TERMINAL,MEDIUM
SLCA,Y,1,1,NDB Family,BOTH,MEDIUM
SLCB,Y,3,2-3,Mixed,BOTH,HIGH
SLCO,Y,1,1,NDB Family,LO,MEDIUM
SLET,Y,1,1,NDB Family,BOTH,MEDIUM
SLGY,Y,1,1,NDB Family,LO,MEDIUM
SLJO,Y,1,1,NDB Family,LO,MEDIUM
SLJV,Y,1,1,NDB Family,LO,MEDIUM
SLLP,Y,2,2-3,Mixed,BOTH,HIGH
SLMG,Y,1,1,NDB Family,LO,MEDIUM
SLOR,Y,1,1,NDB Family,TERMINAL,MEDIUM
SLPO,Y,1,1,NDB Family,BOTH,MEDIUM
SLPS,Y,1,1,NDB Family,LO,MEDIUM
SLRB,Y,1,1,NDB Family,LO,MEDIUM
SLRI,Y,2,2-3,Mixed,LO,MEDIUM
SLSA,Y,1,1,NDB Family,LO,MEDIUM
SLSB,Y,2,2-3,Mixed,BOTH,HIGH
SLSI,Y,1,1,NDB Family,LO,MEDIUM
SLSU,Y,2,2-3,Mixed,BOTH,HIGH
SLTI,Y,1,1,NDB Family,BOTH,MEDIUM
SLTJ,Y,2,2-3,Mixed,BOTH,HIGH
SLTR,Y,2,2-3,Mixed,BOTH,HIGH
SLVM,Y,1,1,NDB Family,LO,MEDIUM
SLVR,Y,2,2-3,Mixed,BOTH,HIGH
SLYA,Y,1,1,NDB Family,LO,MEDIUM
SMJP,Y,1,1,Radio Nav,BOTH,HIGH
SNAS,Y,1,1,Radio Nav,BOTH,HIGH
SNAX,Y,1,1,NDB Family,BOTH,MEDIUM
SNBR,Y,2,2-3,Mixed,BOTH,HIGH
SNCW,Y,1,1,NDB Family,BOTH,MEDIUM
SNGD,Y,1,1,NDB Family,LO,MEDIUM
SNMZ,Y,1,1,NDB Family,BOTH,MEDIUM
SNPD,Y,1,1,NDB Family,LO,MEDIUM
SNSM,Y,1,1,NDB Family,LO,MEDIUM
SNXX,Y,1,1,NDB Family,BOTH,MEDIUM
SNZR,Y,1,1,NDB Family,BOTH,MEDIUM
SOCA,Y,2,2-3,Mixed,BOTH,HIGH
SPAS,Y,1,1,NDB Family,LO,LOW
SPAY,Y,1,1,NDB Family,BOTH,LOW
SPBR,Y,1,1,NDB Family,BOTH,HIGH
SPCL,Y,1,1,Radio Nav,BOTH,HIGH
SPDR,Y,1,1,NDB Family,BOTH,LOW
SPEO,Y,1,1,Radio Nav,BOTH,HIGH
SPEP,Y,2,2-3,Mixed,LO,HIGH
SPGM,Y,1,1,NDB Family,BOTH,MEDIUM
SPHI,Y,2,2-3,Mixed,BOTH,HIGH
SPHO,Y,1,1,NDB Family,BOTH,MEDIUM
SPHY,Y,2,2-3,Mixed,BOTH,HIGH
SPHZ,Y,1,1,NDB Family,LO,MEDIUM
SPIM,Y,1,1,Radio Nav,BOTH,HIGH
SPJA,Y,1,1,NDB Family,BOTH,MEDIUM
SPJI,Y,1,1,NDB Family,BOTH,MEDIUM
SPJL,Y,1,1,Radio Nav,BOTH,HIGH
SPJN,Y,1,1,Radio Nav,BOTH,HIGH
SPJR,Y,1,1,NDB Family,BOTH,MEDIUM
SPLO,Y,1,1,Radio Nav,BOTH,HIGH
SPME,Y,2,2-3,Mixed,BOTH,HIGH
SPMS,Y,2,2-3,Mixed,BOTH,HIGH
SPNC,Y,1,1,NDB Family,BOTH,MEDIUM
SPPY,Y,1,1,Radio Nav,BOTH,HIGH
SPQT,Y,2,2-3,Mixed,LO,HIGH
SPQU,Y,1,1,Radio Nav,BOTH,HIGH
SPRU,Y,1,1,Radio Nav,BOTH,HIGH
SPSO,Y,2,2-3,Mixed,LO,MEDIUM
SPST,Y,1,1,Radio Nav,BOTH,HIGH
SPTN,Y,1,1,Radio Nav,BOTH,HIGH
SPTU,Y,1,1,Radio Nav,BOTH,HIGH
SPUR,Y,2,2-3,Mixed,BOTH,HIGH
SPYL,Y,2,2-3,Mixed,BOTH,HIGH
SPZO,Y,2,2-3,Radio Nav,BOTH,HIGH
SSCI,Y,1,1,NDB Family,LO,MEDIUM
SSPG,Y,2,2-3,NDB Family,BOTH,MEDIUM
SUAA,Y,1,1,NDB Family,LO,HIGH
SUAG,Y,1,1,NDB Family,LO,LOW
SUCA,Y,1,1,NDB Family,LO,MEDIUM
SUDU,Y,4,4+,Mixed,TERMINAL,HIGH
SULS,Y,2,2-3,Mixed,BOTH,HIGH
SUMO,Y,2,2-3,Mixed,BOTH,HIGH
SUMU,Y,4,4+,Mixed,TERMINAL,HIGH
SUPU,Y,1,1,NDB Family,LO,MEDIUM
SURV,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
SUSO,Y,2,2-3,Mixed,LO,HIGH
SUTB,Y,2,2-3,Mixed,LO,HIGH
SVAC,Y,2,2-3,Mixed,BOTH,HIGH
SVAS,Y,1,1,NDB Family,LO,MEDIUM
SVBC,Y,1,1,Radio Nav,BOTH,HIGH
SVBI,Y,2,2-3,Mixed,BOTH,HIGH
SVBL,Y,1,1,Radio Nav,BOTH,HIGH
SVBM,Y,1,1,Radio Nav,BOTH,HIGH
SVCB,Y,2,2-3,Mixed,BOTH,HIGH
SVCD,Y,2,2-3,Mixed,BOTH,HIGH
SVCL,Y,2,2-3,Mixed,BOTH,HIGH
SVCN,Y,1,1,Radio Nav,BOTH,HIGH
SVCP,Y,1,1,NDB Family,BOTH,MEDIUM
SVCR,Y,1,1,Radio Nav,BOTH,HIGH
SVCS,Y,1,1,Radio Nav,BOTH,HIGH
SVCU,Y,1,1,Radio Nav,BOTH,HIGH
SVED,Y,1,1,NDB Family,LO,MEDIUM
SVEZ,Y,1,1,NDB Family,BOTH,MEDIUM
SVGD,Y,1,1,NDB Family,LO,MEDIUM
SVGI,Y,1,1,NDB Family,TERMINAL,LOW
SVGU,Y,1,1,NDB Family,LO,MEDIUM
SVHG,Y,2,2-3,Mixed,BOTH,HIGH
SVJC,Y,2,2-3,Mixed,BOTH,HIGH
SVLF,Y,1,1,Radio Nav,BOTH,HIGH
SVMC,Y,1,1,Radio Nav,BOTH,HIGH
SVMG,Y,3,2-3,Mixed,BOTH,HIGH
SVMI,Y,2,2-3,Mixed,BOTH,HIGH
SVMT,Y,2,2-3,Mixed,BOTH,HIGH
SVNX,Y,1,1,NDB Family,LO,MEDIUM
SVPA,Y,2,2-3,Mixed,BOTH,HIGH
SVPC,Y,1,1,Radio Nav,BOTH,HIGH
SVPM,Y,1,1,NDB Family,LO,MEDIUM
SVPP,Y,1,1,NDB Family,BOTH,MEDIUM
SVPR,Y,2,2-3,Mixed,BOTH,HIGH
SVRS,Y,1,1,Radio Nav,BOTH,HIGH
SVSB,Y,1,1,NDB Family,LO,MEDIUM
SVSO,Y,2,2-3,Mixed,LO,HIGH
SVSP,Y,1,1,NDB Family,LO,MEDIUM
SVSR,Y,2,2-3,Mixed,BOTH,HIGH
SVST,Y,2,2-3,Mixed,BOTH,HIGH
SVSZ,Y,2,2-3,Mixed,BOTH,HIGH
SVTC,Y,1,1,NDB Family,LO,MEDIUM
SVTM,Y,2,2-3,Mixed,BOTH,HIGH
SVVA,Y,2,2-3,Mixed,BOTH,HIGH
SVVG,Y,1,1,NDB Family,LO,MEDIUM
SVVL,Y,2,2-3,Mixed,BOTH,HIGH
SVVP,Y,1,1,Radio Nav,BOTH,HIGH
SWEI,Y,1,1,NDB Family,LO,MEDIUM
SWFR,Y,1,1,NDB Family,LO,MEDIUM
SWGN,Y,1,1,NDB Family,BOTH,MEDIUM
SWKU,Y,1,1,NDB Family,LO,MEDIUM
SWLB,Y,1,1,NDB Family,LO,MEDIUM
SWPI,Y,1,1,Radio Nav,BOTH,HIGH
SWUZ,Y,2,2-3,Mixed,BOTH,HIGH
SYCJ,Y,3,2-3,Mixed,BOTH,HIGH
SYKM,Y,1,1,NDB Family,LO,MEDIUM
T80,Y,1,1,NDB Family,TERMINAL,LOW
TA05,Y,1,1,NDB Family,TERMINAL,LOW
TA46,Y,1,1,NDB Family,TERMINAL,LOW
TAPA,Y,3,2-3,Mixed,BOTH,HIGH
TBPB,Y,2,2-3,Mixed,BOTH,HIGH
TDCF,Y,1,1,NDB Family,LO,LOW
TDPD,Y,1,1,NDB Family,LO,MEDIUM
TE62,Y,1,1,NDB Family,TERMINAL,LOW
TE74,Y,1,1,NDB Family,TERMINAL,LOW
TFFF,Y,2,2-3,Mixed,BOTH,HIGH
TFFM,Y,1,1,NDB Family,LO,MEDIUM
TFFR,Y,2,2-3,Mixed,BOTH,HIGH
TGPY,Y,2,2-3,Mixed,BOTH,HIGH
TIST,Y,1,1,Radio Nav,BOTH,HIGH
TISX,Y,2,2-3,Mixed,BOTH,MEDIUM
TJBQ,Y,1,1,Radio Nav,BOTH,HIGH
TJMZ,Y,1,1,Radio Nav,BOTH,MEDIUM
TJPS,Y,1,1,Radio Nav,LO,MEDIUM
TJSJ,Y,2,2-3,Mixed,LO,HIGH
TKPK,Y,1,1,NDB Family,BOTH,MEDIUM
TLPC,Y,1,1,NDB Family,LO,MEDIUM
TLPL,Y,2,2-3,Mixed,BOTH,HIGH
TNCA,Y,2,2-3,Radio Nav,BOTH,HIGH
TNCB,Y,1,1,NDB Family,BOTH,MEDIUM
TNCC,Y,2,2-3,Radio Nav,BOTH,HIGH
TNCE,Y,1,1,NDB Family,UNKNOWN,UNKNOWN
TNCM,Y,2,2-3,Mixed,UNKNOWN,UNKNOWN
TQPF,Y,1,1,NDB Family,LO,MEDIUM
TR-0297,Y,1,1,NDB Family,TERMINAL,LOW
TR-0298,Y,2,2-3,Mixed,BOTH,HIGH
TRPG,Y,1,1,NDB Family,LO,LOW
TS92,Y,1,1,Radio Nav,LO,MEDIUM
TTCP,Y,1,1,NDB Family,LO,MEDIUM
TTPP,Y,2,2-3,Mixed,BOTH,HIGH
TUPJ,Y,1,1,NDB Family,LO,MEDIUM
TVSC,Y,1,1,NDB Family,LO,LOW
TW-0089,Y,1,1,Radio Nav,BOTH,LOW
TW-0090,Y,2,2-3,Mixed,TERMINAL,LOW
TX19,Y,1,1,Radio Nav,LO,MEDIUM
TXKF,Y,1,1,Radio Nav,BOTH,HIGH
UA-9862,Y,1,1,Radio Nav,BOTH,HIGH
UA-9863,Y,4,4+,NDB Family,TERMINAL,LOW
UAAA,Y,3,2-3,Mixed,BOTH,HIGH
UAAH,Y,2,2-3,Mixed,BOTH,HIGH
UACC,Y,3,2-3,Mixed,BOTH,MEDIUM
UADD,Y,2,2-3,NDB Family,BOTH,MEDIUM
UAFM,Y,4,4+,Mixed,BOTH,HIGH
UAFO,Y,2,2-3,NDB Family,BOTH,MEDIUM
UAFW,Y,1,1,NDB Family,BOTH,MEDIUM
UAII,Y,2,2-3,NDB Family,BOTH,MEDIUM
UAKD,Y,3,2-3,Mixed,BOTH,HIGH
UAKK,Y,3,2-3,Mixed,BOTH,HIGH
UARR,Y,3,2-3,Mixed,BOTH,HIGH
UASK,Y,2,2-3,NDB Family,BOTH,MEDIUM
UASP,Y,2,2-3,NDB Family,BOTH,MEDIUM
UASS,Y,1,1,NDB Family,BOTH,MEDIUM
UATE,Y,3,2-3,Mixed,BOTH,HIGH
UATG,Y,3,2-3,Mixed,BOTH,HIGH
UATT,Y,3,2-3,Mixed,BOTH,HIGH
UAUU,Y,2,2-3,NDB Family,BOTH,MEDIUM
UBBB,Y,5,4+,Mixed,TERMINAL,HIGH
UBBG,Y,2,2-3,NDB Family,BOTH,MEDIUM
UDLS,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
UEEE,Y,3,2-3,NDB Family,BOTH,HIGH
UERP,Y,1,1,NDB Family,BOTH,MEDIUM
UERR,Y,3,2-3,Mixed,TERMINAL,MEDIUM
UGKO,Y,3,2-3,Mixed,BOTH,HIGH
UGSB,Y,1,1,NDB Family,BOTH,HIGH
UHBB,Y,3,2-3,Mixed,TERMINAL,HIGH
UHHH,Y,5,4+,Mixed,TERMINAL,HIGH
UHMA,Y,2,2-3,NDB Family,BOTH,HIGH
UHMD,Y,1,1,NDB Family,BOTH,HIGH
UHMM,Y,2,2-3,NDB Family,TERMINAL,HIGH
UHMP,Y,2,2-3,NDB Family,BOTH,HIGH
UHPP,Y,1,1,NDB Family,TERMINAL,MEDIUM
UHSS,Y,2,2-3,NDB Family,BOTH,HIGH
UHWW,Y,2,2-3,NDB Family,BOTH,HIGH
UIAA,Y,2,2-3,NDB Family,BOTH,HIGH
UIBB,Y,3,2-3,Mixed,TERMINAL,HIGH
UIII,Y,3,2-3,Mixed,TERMINAL,HIGH
UIUU,Y,1,1,NDB Family,BOTH,LOW
UKBB,Y,5,4+,Mixed,TERMINAL,HIGH
UKCM,Y,1,1,Radio Nav,LO,MEDIUM
UKDD,Y,1,1,Radio Nav,BOTH,HIGH
UKDE,Y,1,1,NDB Family,BOTH,HIGH
UKDR,Y,1,1,Radio Nav,BOTH,MEDIUM
UKFF,Y,1,1,Radio Nav,BOTH,HIGH
UKFK,Y,1,1,Radio Nav,LO,HIGH
UKHH,Y,5,4+,Mixed,BOTH,HIGH
UKKE,Y,4,4+,NDB Family,TERMINAL,LOW
UKKK,Y,2,2-3,NDB Family,TERMINAL,LOW
UKKM,Y,4,4+,NDB Family,TERMINAL,MEDIUM
UKLI,Y,1,1,Radio Nav,BOTH,HIGH
UKLL,Y,3,2-3,Mixed,TERMINAL,HIGH
UKLN,Y,4,4+,NDB Family,TERMINAL,LOW
UKLR,Y,2,2-3,NDB Family,TERMINAL,LOW
UKOO,Y,1,1,Radio Nav,BOTH,HIGH
ULAA,Y,2,2-3,NDB Family,BOTH,MEDIUM
ULLI,Y,5,4+,Mixed,TERMINAL,HIGH
ULMM,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
ULOO,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
ULPB,Y,3,2-3,NDB Family,TERMINAL,HIGH
UMBB,Y,2,2-3,NDB Family,BOTH,HIGH
UMGG,Y,3,2-3,Mixed,TERMINAL,HIGH
UMII,Y,3,2-3,Mixed,TERMINAL,HIGH
UMKK,Y,1,1,NDB Family,BOTH,HIGH
UMMG,Y,2,2-3,NDB Family,BOTH,MEDIUM
UMMS,Y,3,2-3,Mixed,TERMINAL,HIGH
UMOO,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
UNAA,Y,3,2-3,Mixed,TERMINAL,HIGH
UNBB,Y,2,2-3,NDB Family,BOTH,HIGH
UNEE,Y,1,1,NDB Family,TERMINAL,MEDIUM
UNKL,Y,4,4+,Mixed,TERMINAL,HIGH
UNNT,Y,3,2-3,Mixed,TERMINAL,HIGH
UNOO,Y,2,2-3,NDB Family,TERMINAL,HIGH
UOOO,Y,1,1,NDB Family,BOTH,HIGH
URKA,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
URKK,Y,4,4+,NDB Family,BOTH,MEDIUM
URML,Y,3,2-3,NDB Family,BOTH,HIGH
URMM,Y,2,2-3,NDB Family,TERMINAL,HIGH
URMN,Y,1,1,NDB Family,BOTH,HIGH
URMO,Y,1,1,NDB Family,BOTH,MEDIUM
URMT,Y,2,2-3,NDB Family,BOTH,MEDIUM
URSS,Y,3,2-3,Mixed,TERMINAL,HIGH
URWA,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
URWI,Y,2,2-3,NDB Family,TERMINAL,HIGH
URWW,Y,2,2-3,NDB Family,TERMINAL,HIGH
US-10160,Y,1,1,NDB Family,TERMINAL,LOW
US-10281,Y,1,1,NDB Family,TERMINAL,LOW
US-10535,Y,1,1,Radio Nav,BOTH,MEDIUM
US-10686,Y,1,1,Radio Nav,LO,MEDIUM
US-10699,Y,1,1,Radio Nav,BOTH,HIGH
US-11003,Y,1,1,Radio Nav,BOTH,HIGH
US-11060,Y,1,1,Radio Nav,BOTH,HIGH
US-11201,Y,1,1,Radio Nav,LO,MEDIUM
US-11548,Y,1,1,Radio Nav,LO,MEDIUM
US-11921,Y,1,1,Radio Nav,BOTH,HIGH
US-11943,Y,1,1,Radio Nav,LO,MEDIUM
US-12300,Y,1,1,NDB Family,LO,LOW
US-12313,Y,1,1,Radio Nav,LO,MEDIUM
US-12314,Y,1,1,Radio Nav,BOTH,HIGH
US-12391,Y,1,1,NDB Family,LO,LOW
US-12436,Y,1,1,NDB Family,TERMINAL,LOW
US-9347,Y,2,2-3,Mixed,BOTH,LOW
US-9348,Y,2,2-3,Mixed,TERMINAL,MEDIUM
US-9349,Y,1,1,Radio Nav,BOTH,HIGH
US-9350,Y,3,2-3,Mixed,TERMINAL,MEDIUM
US-9600,Y,1,1,Radio Nav,BOTH,HIGH
USCC,Y,4,4+,Mixed,BOTH,HIGH
USCM,Y,3,2-3,Mixed,TERMINAL,HIGH
USDD,Y,3,2-3,Mixed,TERMINAL,HIGH
USHH,Y,3,2-3,Mixed,TERMINAL,HIGH
USNN,Y,3,2-3,Mixed,TERMINAL,HIGH
USPP,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
USRK,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
USRR,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
USSS,Y,4,4+,NDB Family,TERMINAL,HIGH
USTR,Y,3,2-3,NDB Family,TERMINAL,MEDIUM
UT1M,Y,2,2-3,NDB Family,BOTH,MEDIUM
UT64,Y,1,1,NDB Family,BOTH,MEDIUM
UTAA,Y,4,4+,Mixed,TERMINAL,HIGH
UTAK,Y,3,2-3,Mixed,BOTH,MEDIUM
UTAM,Y,2,2-3,NDB Family,BOTH,MEDIUM
UTAT,Y,2,2-3,NDB Family,BOTH,MEDIUM
